transaction_id,sender_account,receiver_account,beneficiary_id,device_id,transaction_type,transaction_direction,transaction_channel,amount,balance_before,balance_after,transaction_status,remarks,merchant_category,latitude,longitude,location_radius_km,transaction_hour,is_new_beneficiary,is_night_transaction,transaction_velocity,otp_attempts,failed_auth_attempts,risk_score,risk_level,ml_prediction,transaction_time
117,861569292998,548646631066,507,1229,ATM,Debit,Hardware Token,20708.94,9243.93,-11465.010000000000,Success,Oak-Basu,Gaming,17.385,78.4867,557.2,6,1,0,46.3,3,0,0.56,Medium,Medium,2026-02-13 06:05:17
118,317639927818,217741558665,3096,773,UPI,Debit,Net Banking,141471.12,268781.92,127310.80000000000,Success,"Ben, Edwin and Varghese",Healthcare,17.385,78.4867,337.98,19,1,0,18.76,3,1,0.12,Low,Low,2026-04-29 19:53:57
119,368754611610,575460497948,655,334,NEFT,Debit,USSD,119355.32,177630.08,58274.76000000000,Success,Rajagopalan-Kurian,Utilities,19.076,72.8777,585.3,21,1,0,47.54,2,2,0.11,Low,Low,2025-09-30 21:15:51
120,222799198075,537789637118,1217,1371,IMPS,Debit,USSD,140744.47,178812.51,38068.04000000000,Success,"Balan, Chad and Hayre",Utilities,18.5204,73.8567,590.11,12,1,0,22.59,3,2,0.16,Low,Low,2025-10-04 12:57:29
121,358035345148,469962926296,3465,232,IMPS,Debit,Hardware Token,145941.88,167297.57,21355.690000000000,Success,Shanker Group,Healthcare,22.5726,88.3639,291.16,16,0,0,35.06,1,0,0.74,High,High,2025-10-23 16:23:54
122,578873943005,787939381643,1641,917,ATM,Credit,Hardware Token,135079.91,437673.79,572753.7,Success,Patla PLC,Healthcare,17.385,78.4867,836.45,3,0,1,17.98,2,1,0.81,High,High,2026-02-11 03:15:46
123,906357595863,247118149249,2878,293,IMPS,Debit,USSD,57225.71,113061.8,55836.090000000000,Success,Wali and Sons,Food,13.0827,80.2707,974.53,5,0,0,29.68,3,0,0.71,High,High,2025-12-16 05:36:32
124,641392137582,439090867449,103,180,NEFT,Debit,Net Banking,18686.48,325123.36,306436.88,Failed,Verma-Kalita,Shopping,18.5204,73.8567,343.99,20,1,0,40.22,2,2,0.0,Low,Low,2026-02-08 20:15:33
125,150262208480,526014666353,389,1507,NEFT,Debit,ATM,49879.82,226783.79,176903.97,Success,Tripathi Group,Travel,18.5204,73.8567,513.18,20,1,0,5.48,1,0,0.54,Medium,Medium,2025-10-09 20:47:56
126,722905372985,125290631408,3187,904,NEFT,Debit,Hardware Token,11673.71,23279.63,11605.920000000000,Success,Kari-Bandi,Gaming,13.0827,80.2707,745.91,5,0,0,2.92,3,0,0.53,Medium,Medium,2026-04-13 05:55:17
127,412527642228,704605457860,1026,1435,ATM,Debit,ATM,83521.72,268499.16,184977.44000000000,Failed,Natarajan Inc,Shopping,28.7041,77.1025,923.14,17,0,0,12.98,3,2,0.93,High,High,2025-11-03 17:30:45
128,624833811467,181308211889,2098,1378,UPI,Debit,Net Banking,14873.29,297528.32,282655.03,Success,Sodhi Group,Healthcare,22.5726,88.3639,237.22,16,0,0,10.62,3,0,0.66,Medium,Medium,2026-03-07 16:14:11
129,161002281380,380163827434,2974,1913,Bill Payment,Debit,Net Banking,112036.87,384263.1,272226.23,Failed,Madan Inc,Investment,22.5726,88.3639,786.39,1,0,1,3.09,2,1,0.86,High,High,2025-09-26 01:10:20
130,104968169730,255733932737,1074,1640,IMPS,Credit,ATM,12849.08,487573.24,500422.32,Success,Rana PLC,Utilities,22.5726,88.3639,967.27,9,1,0,17.77,0,1,0.74,High,High,2026-04-14 09:56:11
131,200301372965,655569180365,1792,217,UPI,Debit,Hardware Token,94225.43,251121.74,156896.31,Failed,Ratta-Kar,Gaming,28.7041,77.1025,543.09,9,1,0,48.09,0,1,1.0,High,High,2025-11-22 09:24:20
132,848384199324,230062350076,438,258,POS Purchase,Credit,USSD,39649.13,430708.58,470357.71,Success,"Zacharia, Kale and Hayre",Gaming,19.076,72.8777,853.58,3,0,1,25.15,3,2,0.94,High,High,2025-07-23 03:48:43
133,381420914868,830395720071,12,1109,RTGS,Debit,Hardware Token,19827.09,379714.62,359887.53000000000,Failed,"Kari, Barman and Sarna",Healthcare,12.9716,77.5946,222.51,0,0,1,7.89,0,0,0.44,Medium,Medium,2025-12-19 00:53:00
134,820182729051,451191462262,1086,1952,ATM,Debit,Hardware Token,58875.14,237424.62,178549.48000000000,Success,Nayar Ltd,Utilities,19.076,72.8777,571.86,3,0,1,42.99,3,2,0.67,Medium,Medium,2026-02-07 03:09:12
135,104968169730,743263701442,3484,695,POS Purchase,Debit,ATM,81666.28,401924.33,320258.05000000000,Success,Bassi-Dani,Food,28.7041,77.1025,187.18,2,1,1,12.38,2,2,0.6,Medium,Medium,2025-10-24 02:54:30
136,755959505130,843846866237,3368,664,ATM,Credit,USSD,3200.58,181256.17,184456.75,Success,Thakur Inc,Investment,18.5204,73.8567,198.21,17,0,0,28.35,1,0,0.63,Medium,Medium,2025-11-05 17:40:25
137,793025321451,153184139758,1169,1913,RTGS,Credit,Hardware Token,10064.55,447632.06,457696.61,Success,"Amble, Agarwal and Rajan",Gaming,12.9716,77.5946,88.82,2,1,1,31.53,2,1,0.1,Low,Low,2026-02-21 02:33:52
138,502526427331,863269851397,1129,1091,IMPS,Credit,Mobile App,81934.54,405286.02,487220.56,Success,"Batra, Sidhu and Chakrabarti",Shopping,12.9716,77.5946,263.8,15,0,0,49.96,3,0,0.26,Low,Low,2025-08-06 15:33:34
139,551134582914,265657739456,3120,315,POS Purchase,Credit,USSD,83383.07,5007.95,88391.02,Success,Bhatia-Walla,Food,19.076,72.8777,920.24,21,1,0,5.52,1,1,0.22,Low,Low,2025-05-28 21:53:13
140,247258446695,509270061550,1650,1629,ATM,Debit,Net Banking,2670.25,156702.43,154032.18,Failed,De-Sodhi,Shopping,17.385,78.4867,119.22,11,0,0,37.91,3,1,0.71,High,High,2025-10-26 11:14:04
141,703566807130,236138568502,2655,1037,RTGS,Credit,USSD,90220.88,233395.12,323616.0,Success,Devan PLC,Investment,17.385,78.4867,796.84,11,0,0,42.09,3,1,0.49,Medium,Medium,2025-12-31 11:49:50
142,942967154468,978089235048,2346,407,UPI,Debit,ATM,3022.44,444850.15,441827.71,Success,Roy-Vora,Investment,12.9716,77.5946,379.03,11,1,0,14.0,2,1,0.92,High,High,2026-01-17 11:26:04
143,809454042576,660828136549,3283,167,Bill Payment,Debit,USSD,128726.89,77259.82,-51467.07000000000,Success,"Tak, Balasubramanian and Luthra",Travel,22.5726,88.3639,517.06,0,1,1,1.24,2,1,0.17,Low,Low,2025-06-22 00:51:12
144,261645084647,387153927719,890,1066,IMPS,Debit,Mobile App,119309.85,306554.76,187244.91,Success,Mangal Ltd,Travel,22.5726,88.3639,849.98,18,1,0,19.07,1,1,0.55,Medium,Medium,2026-04-21 18:09:20
145,457862946201,722295871474,1096,541,NEFT,Credit,Hardware Token,114698.21,473939.19,588637.4,Success,"Pingle, Jaggi and Agrawal",Healthcare,19.076,72.8777,703.88,6,1,0,25.36,2,0,0.23,Low,Low,2025-07-27 06:05:36
146,448239230079,627287766599,1584,1867,RTGS,Debit,ATM,123808.38,448079.72,324271.34000000000,Success,"Karan, Pau and Batta",Shopping,17.385,78.4867,632.76,14,0,0,15.27,0,2,0.46,Medium,Medium,2025-06-21 14:02:17
147,546743959741,114365186023,2989,1928,IMPS,Credit,ATM,65336.63,113998.23,179334.86,Failed,"Amble, Dora and Garde",Healthcare,17.385,78.4867,50.26,1,0,1,2.37,2,2,0.17,Low,Low,2025-10-28 01:56:30
148,249574289765,596145004584,2313,1590,POS Purchase,Credit,Mobile App,27555.13,383777.19,411332.32,Success,"Bali, Gulati and Oommen",Shopping,13.0827,80.2707,144.88,6,0,0,29.89,1,1,0.77,High,High,2026-03-04 06:18:05
149,645520577421,898758100170,2666,1443,UPI,Credit,Mobile App,118625.12,22464.09,141089.21,Failed,Tak Ltd,Food,19.076,72.8777,330.95,10,0,0,27.72,1,0,0.43,Medium,Medium,2025-05-14 10:16:40
150,703671713236,711990779665,2752,1314,IMPS,Credit,ATM,110258.57,450485.38,560743.95,Failed,Srivastava-Baral,Gaming,28.7041,77.1025,132.09,10,1,0,19.18,3,2,0.17,Low,Low,2026-03-27 10:03:40
151,964981379146,499091972399,557,1047,IMPS,Debit,USSD,26545.95,220382.03,193836.08,Success,Nanda-Sachdeva,Utilities,12.9716,77.5946,306.34,18,1,0,18.82,1,2,0.06,Low,Low,2025-07-14 18:29:11
152,856959122999,937582465118,3458,893,IMPS,Debit,Hardware Token,101730.82,390462.51,288731.69,Failed,"Sani, Batta and Lala",Investment,28.7041,77.1025,69.29,11,1,0,10.44,3,0,0.6,Medium,Medium,2026-05-05 11:25:26
153,580626269512,650209974524,1752,455,NEFT,Debit,ATM,45977.16,424224.62,378247.46000000000,Failed,Hegde PLC,Investment,12.9716,77.5946,460.41,8,0,0,29.45,3,2,0.29,Low,Low,2025-08-21 08:24:36
154,356983197505,104968169730,1587,1688,UPI,Debit,Hardware Token,98173.34,226529.02,128355.68,Success,Nigam-Kapadia,Healthcare,19.076,72.8777,205.81,11,1,0,36.47,0,2,0.34,Low,Low,2025-07-03 11:09:54
155,747415975963,487206922949,3482,462,Bill Payment,Credit,ATM,145709.07,216162.22,361871.29000000000,Success,Sachdeva and Sons,Healthcare,22.5726,88.3639,333.57,14,1,0,10.8,0,1,0.78,High,High,2025-07-22 14:54:04
156,447701648718,361705885657,321,1427,NEFT,Debit,USSD,18589.23,19930.65,1341.420000000000,Success,"Kata, Dora and Mall",Shopping,17.385,78.4867,562.85,11,1,0,45.51,1,2,0.21,Low,Low,2025-07-09 11:34:52
157,548820778856,636037676901,1379,1171,IMPS,Credit,ATM,23711.12,272100.62,295811.74,Failed,"Vala, Mangat and Aurora",Healthcare,13.0827,80.2707,431.84,6,1,0,18.08,2,1,0.67,Medium,Medium,2025-12-17 06:49:09
158,558360523961,205666441980,2543,1760,ATM,Credit,USSD,43806.43,455607.3,499413.73,Success,"Merchant, Johal and Ray",Utilities,13.0827,80.2707,128.71,3,1,1,48.85,0,2,0.14,Low,Low,2025-06-11 03:29:06
159,338609913027,682076565659,2322,527,IMPS,Debit,Hardware Token,68575.85,29357.27,-39218.58,Success,Sarin LLC,Travel,22.5726,88.3639,13.54,23,1,0,40.27,1,0,0.31,Low,Low,2026-04-08 23:30:56
160,845160677527,982513738961,2302,301,NEFT,Credit,USSD,139844.93,16740.3,156585.23000000000,Failed,Lal-Zachariah,Healthcare,13.0827,80.2707,342.38,4,1,0,23.16,1,1,0.48,Medium,Medium,2025-12-18 04:46:10
161,526453143441,424317314229,214,577,POS Purchase,Credit,USSD,145731.7,225617.99,371349.69,Failed,Yogi-Shetty,Investment,18.5204,73.8567,946.16,21,0,0,49.03,1,2,0.21,Low,Low,2025-11-21 21:22:58
162,504643305460,676807379369,1954,1321,RTGS,Debit,Hardware Token,117587.98,461782.9,344194.92000000000,Success,Sabharwal PLC,Travel,18.5204,73.8567,378.47,11,0,0,2.85,0,0,0.92,High,High,2025-11-23 11:18:55
163,667414002849,715655090159,574,12,POS Purchase,Credit,Mobile App,117891.98,240020.42,357912.4,Failed,"Suri, Din and Om",Utilities,12.9716,77.5946,505.4,23,0,0,32.82,2,1,0.68,Medium,Medium,2025-08-10 23:46:51
164,235428090290,307012673957,3102,466,POS Purchase,Debit,Net Banking,50512.67,356093.9,305581.23000000000,Failed,"Sane, Padmanabhan and Khatri",Investment,17.385,78.4867,770.18,15,0,0,10.34,3,2,0.45,Medium,Medium,2025-05-17 15:23:19
165,887399590916,548820778856,2834,1180,Bill Payment,Debit,Net Banking,95706.09,13007.02,-82699.07000000000,Failed,Desai-Nazareth,Gaming,18.5204,73.8567,512.13,1,0,1,7.52,2,1,0.83,High,High,2026-01-01 01:15:00
166,770843268198,916632279024,2699,149,Bill Payment,Debit,USSD,29971.42,371769.45,341798.03,Failed,Kala Group,Food,28.7041,77.1025,403.31,6,1,0,14.37,3,0,0.48,Medium,Medium,2026-03-29 06:28:09
167,406032295789,511655984358,592,117,POS Purchase,Debit,Hardware Token,114601.66,493072.97,378471.31000000000,Success,"Raj, Sem and Zacharia",Food,13.0827,80.2707,22.5,4,1,0,2.07,3,2,0.59,Medium,Medium,2025-10-27 04:43:10
168,517212372214,124203741891,786,1980,Bill Payment,Credit,USSD,40788.11,308822.39,349610.5,Failed,"Nanda, Memon and Narayanan",Shopping,12.9716,77.5946,144.23,16,1,0,13.64,2,1,0.71,High,High,2025-10-21 16:54:00
169,599897793090,391727159650,1437,228,ATM,Debit,Hardware Token,138098.31,190740.56,52642.25,Success,"Pandit, Aggarwal and Keer",Utilities,17.385,78.4867,420.04,0,0,1,34.22,2,1,0.69,Medium,Medium,2025-12-29 00:21:05
170,842665334495,829998863148,1368,56,NEFT,Credit,USSD,132528.24,472962.54,605490.78,Failed,Dhar-Kala,Investment,13.0827,80.2707,34.52,14,1,0,30.96,2,0,0.31,Low,Low,2025-05-31 14:06:37
171,894214746535,922375269108,873,1130,NEFT,Credit,ATM,15504.63,459260.48,474765.11,Success,"Goda, Khanna and Sen",Utilities,28.7041,77.1025,313.22,6,0,0,41.48,1,2,0.37,Low,Low,2025-05-18 06:07:43
172,432854431322,188987763744,1118,1520,POS Purchase,Credit,Hardware Token,72938.19,229316.85,302255.04000000000,Success,"Chakraborty, Sagar and Rau",Travel,12.9716,77.5946,285.03,1,0,1,36.66,3,1,0.86,High,High,2026-03-13 01:40:01
173,400438750694,504214325035,989,587,ATM,Debit,Hardware Token,24846.29,319940.89,295094.60000000000,Failed,Raju-Khalsa,Shopping,13.0827,80.2707,69.26,23,1,0,14.43,3,0,0.75,High,High,2025-07-17 23:06:11
174,542355004108,519314798804,1186,1227,UPI,Credit,Hardware Token,116221.55,107883.29,224104.84,Failed,"Trivedi, Bhat and Korpal",Shopping,28.7041,77.1025,994.32,16,1,0,4.87,0,2,0.57,Medium,Medium,2025-09-17 16:01:44
175,423680025411,472564497098,2869,1555,POS Purchase,Debit,Net Banking,139343.41,167709.03,28365.620000000000,Failed,"Sankaran, Deshmukh and Bora",Investment,13.0827,80.2707,721.43,15,1,0,25.71,2,1,0.95,High,High,2025-12-07 15:10:00
176,718720627745,267620202330,2981,228,POS Purchase,Debit,Mobile App,44773.08,41458.6,-3314.480000000000,Failed,"Kala, Gulati and Sura",Gaming,19.076,72.8777,254.06,15,1,0,11.44,0,0,0.15,Low,Low,2025-10-20 15:00:34
177,952204513065,484462690908,216,189,Bill Payment,Credit,ATM,82170.36,127947.04,210117.4,Failed,Dora-Randhawa,Utilities,22.5726,88.3639,987.71,17,0,0,19.33,3,2,0.17,Low,Low,2025-11-25 17:04:25
178,425442336487,363418340218,744,876,RTGS,Credit,ATM,133675.76,466551.94,600227.7,Failed,Jain Group,Gaming,18.5204,73.8567,829.25,2,1,1,11.69,1,2,0.3,Low,Low,2026-03-09 02:58:20
179,287119557544,260577985654,1611,423,ATM,Credit,USSD,8023.75,495037.75,503061.5,Success,Joshi Inc,Utilities,22.5726,88.3639,623.45,19,0,0,6.87,0,0,0.91,High,High,2025-08-10 19:59:48
180,146976263620,244446391437,1404,1546,POS Purchase,Debit,Mobile App,41951.08,444381.01,402429.93,Failed,Barman Group,Gaming,19.076,72.8777,906.21,11,1,0,17.95,0,1,0.09,Low,Low,2026-01-28 11:51:45
181,192117631786,341739827843,2319,471,NEFT,Credit,Hardware Token,107632.58,12545.17,120177.75,Success,Kakar and Sons,Gaming,13.0827,80.2707,143.32,14,0,0,44.54,3,1,0.1,Low,Low,2026-03-03 14:16:01
182,831570730131,789021002031,55,1082,NEFT,Debit,ATM,12783.11,108627.83,95844.72,Success,Sundaram-Sharaf,Food,18.5204,73.8567,408.26,0,1,1,41.62,3,2,0.44,Medium,Medium,2026-01-14 00:40:09
183,594751218921,830586846652,3116,1082,IMPS,Credit,Net Banking,73835.1,47883.21,121718.31,Failed,"Bala, Kota and Lad",Food,17.385,78.4867,340.37,18,1,0,40.57,0,1,0.91,High,High,2025-09-27 18:58:19
184,501925406495,734089258921,2574,1832,Bill Payment,Debit,Net Banking,58172.59,46135.76,-12036.830000000000,Success,Hegde-Sant,Food,13.0827,80.2707,468.33,8,0,0,41.55,3,1,0.73,High,High,2025-09-30 08:13:49
185,781046390996,532567384468,270,1832,IMPS,Debit,Net Banking,69360.47,200249.08,130888.61000000000,Failed,Arya Group,Healthcare,28.7041,77.1025,86.68,7,0,0,11.44,0,2,0.56,Medium,Medium,2025-12-22 07:58:51
186,307012673957,980956446117,3555,1770,ATM,Credit,Hardware Token,133436.84,383998.23,517435.07000000000,Success,"Narain, Kara and Vyas",Gaming,12.9716,77.5946,705.46,3,1,1,18.1,0,1,0.13,Low,Low,2025-06-27 03:44:15
187,894501900468,575460497948,1452,907,ATM,Credit,USSD,92193.32,375040.27,467233.59,Success,"Garg, Saraf and Bali",Investment,18.5204,73.8567,696.42,8,1,0,24.35,3,0,0.82,High,High,2026-04-10 08:26:46
188,504643305460,514989645484,637,543,UPI,Credit,ATM,20039.6,182151.4,202191.0,Success,Mohanty and Sons,Utilities,17.385,78.4867,546.17,7,1,0,47.68,2,2,0.66,Medium,Medium,2025-09-17 07:06:07
189,925001017424,482159236231,1873,944,ATM,Credit,Net Banking,70133.35,470955.83,541089.18,Failed,Nadkarni-Prashad,Food,17.385,78.4867,851.29,5,0,0,17.39,3,1,0.46,Medium,Medium,2026-04-03 05:28:29
190,898775345283,719157943642,2250,114,UPI,Credit,Net Banking,76607.15,158397.52,235004.67000000000,Failed,Sharma-Mohanty,Shopping,17.385,78.4867,66.89,21,0,0,48.32,2,2,0.52,Medium,Medium,2025-07-05 21:09:06
191,126106071714,542355004108,642,2002,POS Purchase,Debit,Mobile App,25626.82,313049.3,287422.48,Success,Pant Group,Travel,12.9716,77.5946,73.22,2,0,1,33.16,1,0,0.96,High,High,2025-06-29 02:44:01
192,242862730676,944020930299,2311,1942,IMPS,Credit,ATM,15751.84,155032.24,170784.08,Success,"Dhingra, Jaggi and Parsa",Travel,22.5726,88.3639,832.32,11,1,0,15.01,0,2,0.26,Low,Low,2026-02-23 11:49:44
193,546743959741,470847236673,145,1381,ATM,Credit,USSD,52797.4,161858.1,214655.5,Success,Dutt Group,Gaming,17.385,78.4867,716.32,18,1,0,42.8,2,2,0.36,Low,Low,2026-03-08 18:32:27
194,952020805676,895982963210,148,1191,Bill Payment,Credit,USSD,108736.57,344715.76,453452.33,Success,"Hari, Jaggi and Cherian",Healthcare,18.5204,73.8567,228.96,18,1,0,25.4,2,2,0.38,Low,Low,2025-06-08 18:24:35
195,314371245639,799236465405,2697,438,NEFT,Credit,ATM,5411.56,451895.81,457307.37,Success,"Chacko, Gill and Dara",Shopping,18.5204,73.8567,808.4,6,0,0,20.05,2,1,0.13,Low,Low,2025-11-19 06:55:07
196,586802479406,456227143880,2184,1288,IMPS,Debit,Mobile App,96728.87,310390.59,213661.72000000000,Failed,"Aurora, Krishnan and Kalla",Gaming,19.076,72.8777,942.98,1,0,1,22.07,3,1,0.43,Medium,Medium,2026-02-27 01:28:30
197,482159236231,898758100170,1772,2001,ATM,Credit,Mobile App,11422.07,492518.94,503941.01,Failed,Salvi-Sarma,Healthcare,28.7041,77.1025,22.41,2,0,1,15.11,3,2,0.46,Medium,Medium,2026-02-15 02:21:14
198,906357595863,105103360022,2553,1848,RTGS,Credit,Net Banking,7133.15,330942.26,338075.41000000000,Failed,Tailor Inc,Food,19.076,72.8777,505.14,7,1,0,31.26,2,0,0.4,Medium,Medium,2025-05-18 07:35:32
199,341739827843,792772716390,2042,1286,NEFT,Debit,USSD,11052.2,425481.46,414429.26,Success,Bhatt-Garde,Investment,13.0827,80.2707,156.58,9,0,0,22.51,1,0,0.1,Low,Low,2026-02-15 09:32:51
200,306792338953,934903299769,950,1252,UPI,Debit,Hardware Token,95223.81,182960.49,87736.68,Success,Mane Group,Food,12.9716,77.5946,483.42,6,1,0,33.83,1,2,0.77,High,High,2025-11-27 06:25:20
201,786107503328,504604238464,3030,1992,IMPS,Credit,Mobile App,62563.07,458169.28,520732.35000000000,Success,Mangal-Gopal,Food,22.5726,88.3639,416.04,12,1,0,12.49,0,1,0.45,Medium,Medium,2025-12-29 12:49:11
202,403241942657,396824651973,3270,1418,NEFT,Credit,Mobile App,1684.58,199360.24,201044.82000000000,Failed,Bava Group,Investment,13.0827,80.2707,36.25,8,1,0,20.83,2,1,0.31,Low,Low,2026-02-04 08:03:21
203,583458875798,352688026559,2957,250,RTGS,Credit,Hardware Token,43430.34,143349.54,186779.88,Failed,Singh-Walla,Food,13.0827,80.2707,915.72,23,1,0,25.67,0,1,0.87,High,High,2025-05-25 23:13:36
204,368049895077,322474827879,493,1316,Bill Payment,Credit,Mobile App,123619.19,159724.77,283343.96000000000,Success,Om and Sons,Shopping,22.5726,88.3639,722.66,1,0,1,28.96,2,2,0.94,High,High,2025-11-07 01:25:36
205,728212486531,725192184703,3076,1541,RTGS,Debit,Hardware Token,81272.63,160132.4,78859.77000000000,Failed,Karan and Sons,Shopping,19.076,72.8777,921.76,16,1,0,31.9,0,2,0.22,Low,Low,2025-11-29 16:24:43
206,743263701442,252092268026,196,1373,NEFT,Debit,ATM,135472.77,73987.27,-61485.500000000000,Success,Dua Group,Utilities,28.7041,77.1025,526.74,4,0,0,42.54,3,2,0.71,High,High,2025-06-02 04:22:04
207,944020930299,264887270873,1695,1604,RTGS,Credit,USSD,72266.49,484281.83,556548.3200000000,Failed,Baral Group,Investment,28.7041,77.1025,192.5,9,0,0,4.48,0,1,0.65,Medium,Medium,2026-01-20 09:05:27
208,627287766599,215091690889,1483,828,Bill Payment,Debit,Net Banking,121860.06,148280.23,26420.170000000000,Success,Dua-Bala,Gaming,12.9716,77.5946,81.81,23,0,0,44.07,3,1,0.03,Low,Low,2025-06-05 23:02:51
209,636037676901,925926152460,3287,717,UPI,Credit,Hardware Token,123985.21,412352.29,536337.5,Failed,Mannan PLC,Utilities,19.076,72.8777,832.42,11,1,0,30.09,3,0,0.61,Medium,Medium,2025-09-09 11:36:36
210,206187276786,848384199324,1134,602,IMPS,Debit,ATM,111274.54,73121.24,-38153.30000000000,Failed,Jayaraman-Tank,Food,17.385,78.4867,292.31,10,1,0,28.5,2,2,0.67,Medium,Medium,2026-03-12 10:10:14
211,171513489203,825577312841,2844,571,IMPS,Debit,ATM,89559.93,399531.36,309971.43,Failed,Devi-Narayan,Travel,28.7041,77.1025,809.72,4,0,0,35.25,3,0,0.5,Medium,Medium,2026-03-25 04:34:12
212,628354451399,843846866237,2652,1792,IMPS,Credit,USSD,16765.8,387380.04,404145.84000000000,Success,Dutta-Thakur,Investment,13.0827,80.2707,798.04,23,1,0,15.71,0,1,0.5,Medium,Medium,2026-02-01 23:15:14
213,395721619044,624833811467,2741,723,NEFT,Debit,Mobile App,9654.83,159582.45,149927.62000000000,Success,Arya-Karnik,Shopping,13.0827,80.2707,474.61,22,1,0,49.63,2,1,0.47,Medium,Medium,2026-03-19 22:37:02
214,764133338430,533594132401,1832,830,RTGS,Debit,Net Banking,31022.89,246049.52,215026.63,Failed,"Manda, Barad and Balasubramanian",Food,12.9716,77.5946,970.63,10,0,0,9.54,0,1,0.59,Medium,Medium,2025-10-18 10:32:10
215,175417200460,138084210611,730,1118,ATM,Credit,Net Banking,121759.54,221820.21,343579.75,Success,Chokshi-Gala,Food,13.0827,80.2707,565.11,6,1,0,7.7,0,2,0.53,Medium,Medium,2025-07-31 06:20:59
216,752206645480,676807379369,2225,1607,IMPS,Debit,ATM,122773.14,423605.48,300832.34000000000,Failed,"Dada, Sinha and Balan",Travel,13.0827,80.2707,421.03,12,1,0,45.74,3,2,0.65,Medium,Medium,2025-07-24 12:46:40
217,779695700877,998633083427,1209,851,ATM,Credit,ATM,133181.7,276385.97,409567.67,Failed,Aurora and Sons,Healthcare,12.9716,77.5946,532.55,17,1,0,27.55,3,1,0.3,Low,Low,2026-02-04 17:45:24
218,535089221752,606175463136,2054,1933,POS Purchase,Credit,USSD,106515.31,203830.35,310345.66000000000,Success,Rana-Sarkar,Food,12.9716,77.5946,611.6,18,1,0,11.59,0,0,0.98,High,High,2025-06-09 18:35:47
219,390651317970,176964470289,2868,1807,Bill Payment,Debit,Mobile App,113970.18,31705.02,-82265.16000000000,Failed,Kapur-Ganesan,Investment,12.9716,77.5946,447.06,7,1,0,35.86,2,0,0.44,Medium,Medium,2025-09-12 07:37:12
220,503770491245,458248091096,621,2000,RTGS,Debit,USSD,55518.66,327661.53,272142.87,Success,Sandal-Bumb,Shopping,28.7041,77.1025,436.76,12,0,0,38.38,3,2,0.49,Medium,Medium,2026-01-04 12:39:40
221,712333190835,448990331834,2007,965,IMPS,Debit,Hardware Token,1111.55,443351.05,442239.5,Failed,Kala-Radhakrishnan,Gaming,17.385,78.4867,935.25,0,0,1,38.59,0,0,0.6,Medium,Medium,2025-09-29 00:19:17
222,338609913027,452880957955,123,79,IMPS,Debit,Hardware Token,6058.64,387861.88,381803.24,Failed,"Palla, Barman and Bhakta",Gaming,13.0827,80.2707,105.62,23,0,0,5.17,0,1,0.26,Low,Low,2026-01-11 23:26:07
